impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-109510,A560826,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1877499,LOST,Rebecca Hold,Cat,,Male,Domestic Shorthair,Unknown,06/18/2018 12:00:00 AM,Date Lost,24400 SE 214TH ST,MAPLE VALLEY,WA,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1877499,Image Copyright HLP Inc. 2018,,
K18-109731,A561499,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879903,In Public Home,,Dog,,Male,Pit Bull,Brown / White,06/26/2018 12:00:00 AM,Date Found,NE 189TH STREET & 10TH AVENUE NE,SHORELINE,WA,98155,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879903,Image Copyright HLP Inc. 2018,,
K18-110140,A562689,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885958,LOST,Gracie June,Dog,,Female,Cavalier King Charles Spaniel,Unknown,07/09/2018 12:00:00 AM,Date Lost,16100 270TH PL NE,DUVALL,WA,98019,DUVALL,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885958,Image Copyright HLP Inc. 2018,,
K18-109831,A561855,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1881143,In Public Home,,Cat,,,Domestic Shorthair,White,06/29/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1881143,Image Copyright HLP Inc. 2018,,
K18-109378,A560485,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875897,In Public Home,,Cat,,Male,Domestic Shorthair,Black / Brown,06/16/2018 12:00:00 AM,Date Found,11400 AVONDALE RD NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875897,Image Copyright HLP Inc. 2018,,
K18-109964,A562167,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1882719,LOST,Loopa,Cat,,Male,American Curl Shorthair,Unknown,06/15/2018 12:00:00 AM,Date Lost,19700 78TH AVE NE,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1882719,Image Copyright HLP Inc. 2018,,
K18-109391,A560500,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1876024,LOST,Ducati,Cat,,Male,Burmese,Unknown,06/07/2018 12:00:00 AM,Date Lost,14625 145TH ST NE UNIT 112,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1876024,Image Copyright HLP Inc. 2018,,
K18-109488,A560702,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1877217,LOST,Coffee,Dog,,Male,Shih Tzu,Unknown,06/19/2018 12:00:00 AM,Date Lost,1500 150TH AVE SE,BELLEVUE,WA,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1877217,Image Copyright HLP Inc. 2018,,
K18-110203,A562969,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886858,LOST,Shya,Dog,,Female,Chihuahua - Smooth Coated,Unknown,07/11/2018 12:00:00 AM,Date Lost,S 37TH ST & MORRIS AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886858,Image Copyright HLP Inc. 2018,,
K18-109380,A560486,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875908,LOST,Claire,Dog,,Female,West Highland White Terrier,Unknown,06/15/2018 12:00:00 AM,Date Lost,148TH AVENUE SE & NILE AVENUE NE,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875908,Image Copyright HLP Inc. 2018,,
K18-109170,A559899,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873774,In Public Home,,Dog,,Male,Pomeranian,Black / Unknown,06/10/2018 12:00:00 AM,Date Found,3500 S 128TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873774,Image Copyright HLP Inc. 2018,,
K18-109047,A559750,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1872551,LOST,Murdagh,Dog,,Male,Pit Bull,Unknown,06/06/2018 12:00:00 AM,Date Lost,KENEAR PARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1872551,Image Copyright HLP Inc. 2018,,
K18-110185,A562876,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886584,In Public Home,,Bird,,Female,Fowl,White / Unknown,07/10/2018 12:00:00 AM,Date Found,31400 47TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886584,Image Copyright HLP Inc. 2018,,
K18-110100,A562648,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885731,LOST,Homer,Dog,,Neutered Male,Jack Russell Terrier,White / Black,07/09/2018 12:00:00 AM,Date Lost,1200 WEILAND ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885731,Image Copyright HLP Inc. 2018,,
K18-109643,A561117,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1878927,LOST,Raven,Cat,,Female,Manx,Unknown,06/20/2018 12:00:00 AM,Date Lost,3100 55TH AVE NE,TACOMA,WA,98422,PIERCE COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1878927,Image Copyright HLP Inc. 2018,,
K18-110201,A562967,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886820,In Public Home,,Cat,,,Domestic Shorthair,Unknown,07/09/2018 12:00:00 AM,Date Found,5300 LAKEMONT BLVD SE,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886820,Image Copyright HLP Inc. 2018,,
K18-109153,A559882,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873500,In Public Home,,Dog,,Female,Border Collie,Black / White,06/09/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873500,Image Copyright HLP Inc. 2018,,
K18-109233,A560103,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1874544,LOST,April,Dog,,Female,Pekingese,Unknown,06/11/2018 12:00:00 AM,Date Lost,4700 132ND AVE SE,BELLEVUE,WA,98006,BELLEVUE,47.559958,-122.164036,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1874544,Image Copyright HLP Inc. 2018,,
K18-109516,A560835,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1877642,LOST,Maxi,Cat,,Male,Domestic Longhair,Unknown,06/20/2018 12:00:00 AM,Date Lost,22900 SE 47TH CT,SAMMAMISH,WA,98075,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1877642,Image Copyright HLP Inc. 2018,,
K18-110149,A562741,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886096,LOST,Ruby,Cat,,Female,Domestic Shorthair,Unknown,06/19/2018 12:00:00 AM,Date Lost,21100 55TH AVENUE CT E,SPANAWAY,WA,98387,PIERCE COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886096,Image Copyright HLP Inc. 2018,,
K18-110161,A562785,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886262,LOST,Rocky,Dog,,Male,Shih Tzu,Unknown,07/04/2018 12:00:00 AM,Date Lost,10900 157TH CT NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886262,Image Copyright HLP Inc. 2018,,
K18-109734,A561527,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879979,LOST,Lucky,Cat,,Female,American Shorthair,Unknown,06/17/2018 12:00:00 AM,Date Lost,WILDWOOD BLVD AND FOREST DRIVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879979,Image Copyright HLP Inc. 2018,,
K18-109971,A562175,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1882801,In Public Home,,Dog,,Female,Flat Coat Retriever,Black / Black,07/03/2018 12:00:00 AM,Date Found,23900 SE 8TH PL,SAMMAMISH,WA,98075,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1882801,Image Copyright HLP Inc. 2018,,
K18-109401,A560512,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1876185,LOST,Kylo Ren,Cat,,Male,Bengal,Unknown,06/08/2018 12:00:00 AM,Date Lost,27100 52ND AVE S,KENT,WA,98032,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1876185,Image Copyright HLP Inc. 2018,,
K18-109517,A560836,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1877670,LOST,Tahoe,Dog,,Female,Jack Russell Terrier,Unknown,06/20/2018 12:00:00 AM,Date Lost,CHICAGO,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1877670,Image Copyright HLP Inc. 2018,,
K18-109393,A560502,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1876091,LOST,Soleil,Cat,,Female,Domestic Shorthair,Unknown,06/16/2018 12:00:00 AM,Date Lost,NE 186TH AND 43RD AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1876091,Image Copyright HLP Inc. 2018,,
K18-109414,A560523,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1876257,LOST,,Cat,,Male,Domestic Shorthair,Unknown,06/16/2018 12:00:00 AM,Date Lost,2500 MARTIN WAY,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1876257,Image Copyright HLP Inc. 2018,,
K18-109053,A559756,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1872642,LOST,Princesslady,Cat,,Female,Siamese,Unknown,06/06/2018 12:00:00 AM,Date Lost,1800 GRANT AVE S,RENTON,WA,98055,RENTON,47.462945,-122.200121,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1872642,Image Copyright HLP Inc. 2018,,
K18-109332,A560356,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875306,LOST,Smokey,Cat,,Male,American Shorthair,Unknown,06/11/2018 12:00:00 AM,Date Lost,10600 NE 140TH ST,KIRKLAND,WA,98034,KIRKLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875306,Image Copyright HLP Inc. 2018,,
K18-110214,A563030,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1886996,LOST,Diego,Cat,,Male,Himalayan,Unknown,07/04/2018 12:00:00 AM,Date Lost,700 N 29TH ST,RENTON,WA,98056,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1886996,Image Copyright HLP Inc. 2018,,
K18-110095,A562550,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1885588,LOST,Toph,Cat,,Female,American Shorthair,Unknown,07/07/2018 12:00:00 AM,Date Lost,3000 130TH AVE NE,BELLEVUE,WA,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1885588,Image Copyright HLP Inc. 2018,,
K18-109113,A559851,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1873076,LOST,Nala,Cat,,Female,Domestic Shorthair,Unknown,06/08/2018 12:00:00 AM,Date Lost,18500 FREMONT AVE N,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1873076,Image Copyright HLP Inc. 2018,,
K18-110215,A563040,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1887021,LOST,Bongo,Bird,,,Fowl,Unknown,07/11/2018 12:00:00 AM,Date Lost,"100 MAIN ST, H203",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1887021,Image Copyright HLP Inc. 2018,,
K18-109688,A561362,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879462,LOST,Stella,Dog,,Female,German Shepherd,Unknown,06/25/2018 12:00:00 AM,Date Lost,1300 145TH AVE SE,BELLEVUE,WA,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879462,Image Copyright HLP Inc. 2018,,
K18-110235,A563083,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1887374,LOST,Missy,Dog,,Female,St Bernard - Smooth Coated,Unknown,06/26/2018 12:00:00 AM,Date Lost,6411 150TH STREET SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1887374,Image Copyright HLP Inc. 2018,,
K18-109973,A562177,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1882926,LOST,Gwen,Cat,,Female,Domestic Shorthair,Unknown,07/03/2018 12:00:00 AM,Date Lost,9400 25TH AVE NE,SEATTLE,WA,98115,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1882926,Image Copyright HLP Inc. 2018,,
K18-109299,A560277,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875154,In Public Home,,Dog,,Female,German Shepherd,White / White,06/13/2018 12:00:00 AM,Date Found,72ND AVENUE S & S 196TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875154,Image Copyright HLP Inc. 2018,,
K18-109697,A561455,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879601,LOST,Gg,Cat,,Female,Domestic Mediumhair,Unknown,06/21/2018 12:00:00 AM,Date Lost,8700 NE BOTHELL WAY APT B108,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879601,Image Copyright HLP Inc. 2018,,
K18-110226,A563081,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1887201,In Public Home,,Dog,,Male,Labrador Retriever,Black,07/02/2018 12:00:00 AM,Date Found,NE BIG ROCK ROAD & ODELL ROAD NE,DUVALL,WA,98019,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1887201,Image Copyright HLP Inc. 2018,,
K18-109976,A562181,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1883151,In Public Home,,Dog,,Female,Golden Retriever,Unknown,07/04/2018 12:00:00 AM,Date Found,22400 127TH AVE SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1883151,Image Copyright HLP Inc. 2018,,
K18-109833,A561857,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1881145,In Public Home,,Cat,,,Domestic Shorthair,White,06/29/2018 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1881145,Image Copyright HLP Inc. 2018,,
K18-109719,A561492,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1879788,LOST,Daisy,Dog,,Female,Pit Bull,Unknown,06/25/2018 12:00:00 AM,Date Lost,267TH PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1879788,Image Copyright HLP Inc. 2018,,
K18-109356,A560468,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1875665,LOST,Sweetie,Cat,,Female,American Shorthair,Unknown,06/14/2018 12:00:00 AM,Date Lost,16100 SE 45TH PL,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1875665,Image Copyright HLP Inc. 2018,,
K18-109863,A561879,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1881434,In Public Home,,Dog,,Male,Shih Tzu,White / Black,06/29/2018 12:00:00 AM,Date Found,SE 240TH & 156TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1881434,Image Copyright HLP Inc. 2018,,
